index_col,content,data,like,place,tags
656,#세미나 #팬톤 #색상 #올해의색 #울트라 #바이올랫 #보라색 #역삼동 #일 #디자인 #디자이너 #color #pantone #pantonkorea #seminar #designer #graphic,2017-12-11,38,,"['#세미나', '#팬톤', '#색상', '#올해의색', '#울트라', '#바이올랫', '#보라색', '#역삼동', '#일', '#디자인', '#디자이너', '#color', '#pantone', '#pantonkorea', '#seminar', '#designer', '#graphic']"
657,"2018년의 색이 울트라바이올렛이래서, 보라색 네일!Since the color of next year is ultra violet, I changed my nail!#네일 #nail #ultraviolet #보라색 #울트라바이올렛 #올해의색 #직딩 #도쿄 #해외취업 #생활 #일상스타그램 #일상",2017-12-11,16,"Tokyo, Japan","['#네일', '#nail', '#ultraviolet', '#보라색', '#울트라바이올렛', '#올해의색', '#직딩', '#도쿄', '#해외취업', '#생활', '#일상스타그램', '#일상']"
658,"Color of the year 2018""Ultra Violet""#ultraviolet#보라#2018#pantone #color#올해의색#내가좋아하는색#needlestudio#자수",2017-12-10,30,,"['#ultraviolet', '#보라', '#2018', '#pantone', '#color', '#올해의색', '#내가좋아하는색', '#needlestudio', '#자수']"
659,팬톤이 선정한 2018년 올해의 컬러는 바로바로영롱한 빛의 ‘울트라 바이올렛’ #울트라바이올렛 #ultraviolet #올해의컬러 #팬톤컬러 #팬톤 #올해의색 #pantone #color,2017-12-09,17,,"['#울트라바이올렛', '#ultraviolet', '#올해의컬러', '#팬톤컬러', '#팬톤', '#올해의색', '#pantone', '#color']"
660,Color of the year 2018 .PANTONE .Ultra Violet ...드디어 보라색 !!.보라보라~ 보라덕후는 넘나 행복해요 ♥....#팬톤 #2018 #올해의색 #울트라바이올렛 #보라덕후 #기쁨 #행복 #PANTONE #coloroftheyear #UltraVIolet #happy #XOXO #Color #violet #?? #?? #?? #?? #??,2017-12-09,42,,"['#팬톤', '#2018', '#올해의색', '#울트라바이올렛', '#보라덕후', '#기쁨', '#행복', '#PANTONE', '#coloroftheyear', '#UltraVIolet', '#happy', '#XOXO', '#Color', '#violet', '#??', '#??', '#??', '#??', '#??']"
661,2017#greenary발표가 엊그제 같은데 2018 올해의 색 “울트라 바이올렛”이 발표되었어요!내면의 안정과 평화를 누리던 2017을 간직하며 이상과 새로움 예술과 독창성으로 새해를 맞이해요-?? #ultraviolet #pantone #coloroftheyear2018 #pantonecolor #올해의색 #올해의컬러 #2018 #울트라바이올렛 #?? #바이올렛 #유행색 #inspiration #색채 #색채심리,2017-12-08,22,,"['#greenary발표가', '#ultraviolet', '#pantone', '#coloroftheyear2018', '#pantonecolor', '#올해의색', '#올해의컬러', '#2018', '#울트라바이올렛', '#??', '#바이올렛', '#유행색', '#inspiration', '#색채', '#색채심리']"
662,"<2018 올해의 컬러; 가지보라??>팬텀싱어2 결승생방 이후 미라클라스에게는 블루베리, 에델라인클랑에게는 가지라는 농작물이 의미를 갖게 되었습니다??처음에는 사라져달라고 광광대던 이 가지컬러, 리베로 때도 보라색이었던 무대를 생각해보니 가지...데스티니...마치 운명...? 디너쇼 드레스코드도 말하진 않지만 가지보라라는 거(소근소근)팬톤에서 선정한 2018 올해의 색! 가지보라!??이건 에델라인클랑 싱어님들이 2018년에도 쭈욱- 승승장구 노랫길만 걷으리라는 의미겠죠???????#팬텀싱어2 #에델라인클랑 #조형균 #이충주 #김동현 #안세권 #베이스바리톤김동현 #세균충동 #고귀하게빛나는완벽한소리 #팬톤 #pantone #2018 #올해의색 #울트라바이올렛 #ultraviolet #덕후들에겐 #가지보라 #2018년에도 #에클랑싱어님들 #가지젤라들 #승승장구 #노랫길만걷자 #우리의영원한팬텀싱어 #고급스럽게도른가지들 #포르짜????",2017-12-08,90,,"['#팬텀싱어2', '#에델라인클랑', '#조형균', '#이충주', '#김동현', '#안세권', '#베이스바리톤김동현', '#세균충동', '#고귀하게빛나는완벽한소리', '#팬톤', '#pantone', '#2018', '#올해의색', '#울트라바이올렛', '#ultraviolet', '#덕후들에겐', '#가지보라', '#2018년에도', '#에클랑싱어님들', '#가지젤라들', '#승승장구', '#노랫길만걷자', '#우리의영원한팬텀싱어', '#고급스럽게도른가지들', '#포르짜????']"
663,앗싸 보라????착붙 최애색인데 키키벌써 3개 잇다????그리너리 잘가라....#팬톤 #올해의색,2017-12-08,10,,"['#팬톤', '#올해의색']"
664,#올해의색 이 #울트라바이올렛 이란다.#자외선 #uv 올해는 내가 좋아하는 #가지색 이 많이 보일것 같아 기대중!!,2017-12-08,2,,"['#올해의색', '#울트라바이올렛', '#자외선', '#uv', '#가지색']"
665,"어젯 밤 2018 팬톤 올해의 컬러가 발표되었네요!?울트라바이올렛입니다^^ 제가 정말 좋아하는 톤의 바이올렛이예요~팬톤의 올해의 컬러의 흐름을 보면서어렴풋이 예상했던 바이올렛이 2018 올해의 컬러로 발표되었어요.새로운 시대의 독창성과 다양함,?무한한 예술의 영감과 가능성을 열어주는정신과 이상의 바이올렛 에너지가이제 세계 곳곳을 채워주겠네요.. 우리 곁을 채우는 컬러의 에너지와 파장에 따라우리의 마음과 행동도 함께합니다^^ #컬러테라피#컬러테라피스트#팬톤#올해의색#올해의컬러#울트라바이올렛#바이올렛#팬톤색채#팬톤컬러#유행색#독창성#예술#영감#이상#색채#빛#힐링#이로쥬",2017-12-07,23,,"['#컬러테라피', '#컬러테라피스트', '#팬톤', '#올해의색', '#올해의컬러', '#울트라바이올렛', '#바이올렛', '#팬톤색채', '#팬톤컬러', '#유행색', '#독창성', '#예술', '#영감', '#이상', '#색채', '#빛', '#힐링', '#이로쥬']"
666,색 겁나 이뻐....#팬톤 #올해의색 #2015년꺼.#Pantone.#2015.#Repost @pantone (@get_repost)???The harmonious pairing of PANTONE 13-1520 Rose Quartz and PANTONE 15-3919 Serenity demonstrates connection and wellness as well as a soothing sense of order and peace.,2017-12-07,6,,"['#팬톤', '#올해의색', '#2015년꺼.', '#Pantone.', '#2015.', '#Repost']"
667,??#팬톤 #팬톤2018 #올해의색 #울트라바이올렛 #pantone #ultraviolet #좋아요 #취저 #스타일그램,2017-12-07,27,,"['#팬톤', '#팬톤2018', '#올해의색', '#울트라바이올렛', '#pantone', '#ultraviolet', '#좋아요', '#취저', '#스타일그램']"
668,"??2018 올해의컬러 [Ultra Violet]짜잔, #펜톤 에서 갓 발표한 따끈따끈한 소식!내년 2018년 올해의 컬러는 #울트라바이올렛 이에요.--오예! 개인적으로 정말 좋아하는 색.내년이 기대됩니다.--Pantone’s colour of the year for 2018 is Ultra Violet“Purple has a futuristic, exploratory aspect to it,” Eiseman said. “Purple allows us to play with the possibilities. We don’t know where we are going. But at least we are trying.”--#올해의컬러 #올해의색 #2018올해의컬러 #뷰스타그램 #메이크업 #퍼스널컬러 #퍼스널컬러진단 #일상 #데일리 #합정 #홍대 #소통 #이미지컨설팅 #이미지컨설턴트 #예슬이미지 #tbt #trend #color #coloroftheyear2018 #pantone #ultraviolet #inspiration #inspiring #imageconsultant #instadaily #daily #instamood #mood",2017-12-07,80,,"['#펜톤', '#울트라바이올렛', '#올해의컬러', '#올해의색', '#2018올해의컬러', '#뷰스타그램', '#메이크업', '#퍼스널컬러', '#퍼스널컬러진단', '#일상', '#데일리', '#합정', '#홍대', '#소통', '#이미지컨설팅', '#이미지컨설턴트', '#예슬이미지', '#tbt', '#trend', '#color', '#coloroftheyear2018', '#pantone', '#ultraviolet', '#inspiration', '#inspiring', '#imageconsultant', '#instadaily', '#daily', '#instamood', '#mood']"
669,어제의 초록?????????????????????????????? #올해의색#그리너리#물아일체,2017-10-27,14,,"['#올해의색', '#그리너리', '#물아일체']"
670,네일그라운드로 새롭게 태어나는?? #범어동네일샵 8월 둘째주 오픈합니다??????????#네일그라운드#Nailground#대구#대구네일#범어동네일#네일#nail#nailart#네일아트#팬톤#올해의색#그리너리#색감네일#핫플#대구핫플레이스#대구핫플#꽃집같은네일샵#소통#맞팔#선팔#두근두근#설렘,2017-08-04,20,대구광역시,"['#범어동네일샵', '#네일그라운드', '#Nailground', '#대구', '#대구네일', '#범어동네일', '#네일', '#nail', '#nailart', '#네일아트', '#팬톤', '#올해의색', '#그리너리', '#색감네일', '#핫플', '#대구핫플레이스', '#대구핫플', '#꽃집같은네일샵', '#소통', '#맞팔', '#선팔', '#두근두근', '#설렘']"
671,#그리너리#올해의색#여름아이템#파브리노#쿠레타케워터브러쉬#한빛캘리그라피,2017-07-28,18,,"['#그리너리', '#올해의색', '#여름아이템', '#파브리노', '#쿠레타케워터브러쉬', '#한빛캘리그라피']"
672,수세미그냥이쁜수세미점점 이쁘지나..점점 아픈손목손가락ㅎㅎ#수세미#올해의색#핑크#블루#코바늘#crochet #부산공방,2017-07-20,75,,"['#수세미', '#올해의색', '#핑크', '#블루', '#코바늘', '#crochet', '#부산공방']"
673,상면믹스마블~수강생작품디자인비누수업문의052 249 4945010 4627 9358#상면믹스마블#디자인비누#일반강사과정#그리너리#올해의색#선물#자격증반#울산#태화동#구미영의천연세상 #한국아로마테라피강사협회,2017-07-19,20,,"['#상면믹스마블', '#디자인비누', '#일반강사과정', '#그리너리', '#올해의색', '#선물', '#자격증반', '#울산', '#태화동', '#구미영의천연세상', '#한국아로마테라피강사협회']"
674,초록 들판 위 오리 가족넘나 귀욤 ??...#경기도광주카페 #광주카페 #파머스대디#그린 그린 #온실카페 ??#green #greenary #그리너리 #올해의색 #color #자연 #풍경스타그램 #커피 #허브티 #숲 #나무 #꽃 #풀 #조각 #힐링,2017-06-29,60,파머스대디,"['#경기도광주카페', '#광주카페', '#파머스대디', '#그린', '#온실카페', '#green', '#greenary', '#그리너리', '#올해의색', '#color', '#자연', '#풍경스타그램', '#커피', '#허브티', '#숲', '#나무', '#꽃', '#풀', '#조각', '#힐링']"
675,#그린 그린 #온실카페 ??...#경기도광주카페 #광주카페 #파머스대디 #green #greenary #그리너리 #올해의색 #color #자연 #풍경스타그램 #커피 #허브티 #숲 #나무 #꽃 #풀 #조각 #힐링,2017-06-28,51,파머스대디,"['#그린', '#온실카페', '#경기도광주카페', '#광주카페', '#파머스대디', '#green', '#greenary', '#그리너리', '#올해의색', '#color', '#자연', '#풍경스타그램', '#커피', '#허브티', '#숲', '#나무', '#꽃', '#풀', '#조각', '#힐링']"
676,#퇴근 #ㅋㅋ #휴가 #일상 #ㄱㄹㄹ #pantone #팬톤 #그리너리 #greenery #coloroftheyear #출근룩 #옷스타그램 #띠어리 #theory #emporioarmani #thombrowne #인스타데일리 #seoul #수트 #올해의색 #退勤 #休憩 #癒し #2017 #ootd #dailylook,2017-06-01,109,Yeongdeungpo District,"['#퇴근', '#ㅋㅋ', '#휴가', '#일상', '#ㄱㄹㄹ', '#pantone', '#팬톤', '#그리너리', '#greenery', '#coloroftheyear', '#출근룩', '#옷스타그램', '#띠어리', '#theory', '#emporioarmani', '#thombrowne', '#인스타데일리', '#seoul', '#수트', '#올해의색', '#退勤', '#休憩', '#癒し', '#2017', '#ootd', '#dailylook']"
677,색만들기가 어렵다~올해의 색 만들기 도전했는데...#앙금플라워 #떡케익#머핀케익#장미#작약#카네이션#올해의색#그리너리,2017-05-26,19,Jeonju,"['#앙금플라워', '#떡케익', '#머핀케익', '#장미', '#작약', '#카네이션', '#올해의색', '#그리너리']"
678,쌤의.컬러.초이스는.무조건 신뢰??#올해의색#greenery??#녹차라떼컬러#그리너리#팬톤컬러네일,2017-05-24,22,,"['#올해의색', '#greenery??', '#녹차라떼컬러', '#그리너리', '#팬톤컬러네일']"
679,_핑크는 언제나 옳다! 올해 색상도 너무 이쁘네??.#pantone2017 #올해의색 #nofilter #하남스타필드,2017-05-23,6,,"['#pantone2017', '#올해의색', '#nofilter', '#하남스타필드']"
680,".여기가 집인지 숲속인지, 신읍리 엄빠집은 온통 greenery????????#집스타그램 #시골 #올해의색 #greenery #초록 #초록세상 #신읍리 #동지화마을",2017-05-23,60,,"['#집스타그램', '#시골', '#올해의색', '#greenery', '#초록', '#초록세상', '#신읍리', '#동지화마을']"
681,#판교포쉬네일 그린컬러가 너무 산뜻한네일이예요?? 심심하지않게 입술을 그려 포인트해주었어요??올 해의 색은 그린이잖아요 ? 그래서 #그리너리네일 한번은 해야 2017년을 보낸 느낌이 들것같아요??ㅋㅋ그리고 요 컬러는 화학성분이 없는 #실리콘젤 이라손톱건강에  좋은젤입니당??색만큼 착한 젤이쥬? 키키 포쉬네일에서 보아요??....#판교 #판교포쉬네일 #삼평동 #삼평동네일 #삼평동네일샵 #판교네일 #판교맛집 #판교현백 #판교네일샵 #판교뷰티 #뷰티 #뷰티스타그램 #손스타그램 #젤네일스타그램 #네일스타그램 #젤네일 #젤패디 #젤 #nail #nailart #입술네일 #입술 #포인트네일 #그린 #올해의색 #그리너리,2017-05-19,106,,"['#판교포쉬네일', '#그리너리네일', '#실리콘젤', '#판교', '#판교포쉬네일', '#삼평동', '#삼평동네일', '#삼평동네일샵', '#판교네일', '#판교맛집', '#판교현백', '#판교네일샵', '#판교뷰티', '#뷰티', '#뷰티스타그램', '#손스타그램', '#젤네일스타그램', '#네일스타그램', '#젤네일', '#젤패디', '#젤', '#nail', '#nailart', '#입술네일', '#입술', '#포인트네일', '#그린', '#올해의색', '#그리너리']"
682,"오늘 가장 기다린 택배 ??드뎌 나왔어요! ????지난번 #5월월간엽서 신청하신 분들 모두에게 전할게요 :)플리마켓용으로도 필요해서 7달치 한꺼번에 제작??..왜때문에 같은 재질, 같은 수량인데 높이 차이가 있는걸까요??..더불어 명함도 다시 제작했는데요.팬톤 올해의컬러를 사용하여 작년엔 #로즈쿼츠 x #세레니티올해는 #그리너리 x #프림로즈옐로우 로 셀렉! 왜때문에 #primroseyellow 가 생각보다 겨자겨자하게 나왔어요??다 소진할 때까지 어쩔수...??자꾸 'D'를 인식 못하고 esire CEO가 모여? 하셔서 이번엔 아예 '디'라고 한글로 표기!확실하게 #디esireCEO! ??..내년컬러도 기대됩니다 ????..#디자인팩토리 #월간엽서 #postcard #필카 #필카엽서 #필름카메라 #디자인엽서 #명함 #namecard #design #designer #팬톤 #올해의색 #pantone #filmphotography #DFbyEA",2017-05-11,111,디자인팩토리샵,"['#5월월간엽서', '#로즈쿼츠', '#세레니티올해는', '#그리너리', '#프림로즈옐로우', '#primroseyellow', '#디esireCEO!', '#디자인팩토리', '#월간엽서', '#postcard', '#필카', '#필카엽서', '#필름카메라', '#디자인엽서', '#명함', '#namecard', '#design', '#designer', '#팬톤', '#올해의색', '#pantone', '#filmphotography', '#DFbyEA']"
